,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
1270,1412,Yonin Shogi,,A version of 4-player Shogi.,1586,1586.0,"<a href=\""http://wikipedia.org/wiki/Yonin_shogi/\"" target=\""_blank\"" class=\""style1\"" style=\""color: #0000EE\"" />Yonin shogi</a>",,0,1,,Ota Mitsuyasu,,0,Matthew Stephenson,,86578.0,,"0,5520",0,,0,0,0,0
1271,1413,Mulabalaba,,Mulabalaba is an alignment game played in the Livingtone distric tof Zambia.,1612,1612.0,,Zambia,1,1,,,,0,Eric Piette,,,"17°51'6.58""S, 25°49'51.90""E","5456,5456",0,,0,0,0,0
1272,1414,Gabata (Adowa),,"Gabata is a name that is widely used for different mancala-style games in the northern Horn of Africa. This game, played near Adwa in Ethiopia, it is a three-row game.

",17,17.0,,Ethiopia,1,1,,,,0,,,,"14°9'47.41""N, 38°53'36.72""E","5477,5477",0,,0,0,0,0
1273,1415,Gabata (Three Players),,"Gabata is a name that is widely used for different mancala-style games in the northern Horn of Africa. This game, played near Adwa, is a three-row game with three players.

",340,340.0,,,1,1,,,,0,,,,"14°9'47.41""N, 38°53'36.72""E","5471,5471",1,,0,0,0,0
1274,1416,Hexshogi,,A version of Shogi played on hexagonal cells.,1616,1616.0,"<a href=""http://wikipedia.org/wiki/Hexshogi"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,George R. Dekle Sr.,,0,Matthew Stephenson,,144857.0,,"0,5520",0,,0,0,0,0
1275,1420,Unashogi,,A version of Shogi where all pieces start in reserve.,1618,1618.0,"<a href=""http://wikipedia.org/wiki/Unashogi"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Edward Jackman,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1276,1421,Unachess,,A version of Chess where all pieces start in reserve.,1619,1619.0,"<a href=""https://www.chessvariants.com/diffsetup.dir/unachess.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Chess Variants</a>",,0,1,,Jeff Miller and Edward Jackman,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1277,1422,Four-Player Chess,,"A version of Chess for 4 players.
A version with 8 players is also available as an option.",1620,1620.0,"<a href=""http://en.wikipedia.org/wiki/Four-player_chess"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>
",,0,1,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1278,1423,Qatranj,,Qatranj is a game with replacement captures played on a 10x10 board with 22 pieces. It was played in nineteenth century India.,1621,1621.0,Murray 1913: 347.,India,1,1,Atranj,,,0,Eric Piette,,,"30°20'22.60""N, 76°22'51.92""E","5401,5401",0,,0,0,0,0
1279,1424,MiniXiangqi,,A smaller version of Xiangqi.,1622,1622.0,"<a href=""http://mlwi.magix.net/bg/minixiangqi.htm"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Website</a>",,0,1,,Shigenobu Kusumoto,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1280,1425,Xiang Hex,,A version of Xiangqi played on a hexagonal board.,1623,1623.0,"<a href=""https://www.chessvariants.com/rules/xiang-hex"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Chess Variants</a>",,0,1,,Larry Smith,,0,Matthew Stephenson and Eric Piette,,,,"0,5520",0,,0,0,0,0
1281,1426,Labirintus,,The basic idea of the game is to rearrange the balls within the labyrinth rather than finding your way out.,1624,1624.0,"<a href=""https://www.zillions-of-games.com/cgi-bin/zilligames/submissions.cgi?do=show;id=576"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Zillions of Games</a>",,0,1,,László Nagy,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1282,1427,Tank Tactics,,Inspired by a prototype game idea presented at GDC13.,1625,1625.0,"<a href=""https://www.youtube.com/watch?v=t9WMNuyjm4w"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Youtube</a>",,0,1,,Luke Muscat and Joe Gatling,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1283,1428,Wari,,Wari is a two-row mancala-style board game played by the Ashanti people of West Africa.,1626,1626.0,Murray 1951: 185.,Ghana,1,1,,,,0,,,,"7°9'1.26""N, 0°25'28.94""E","5414,5427",0,,0,0,0,0
1284,1429,Shatranj (12x12),,"Shatranj is the name for a replacement capture game, played throughout West and South Asia for centuries. This version, played on a 12x12 board, was played in the nineteenth and early twentieth centuries in Punjab.",1627,1627.0,Murray 1913: 347.,India,1,1,,,,0,Eric Piette,,,"30°20'22.60""N, 76°22'51.92""E","5401,5401",0,,0,0,0,0
1285,1430,Shatranj (14x14),,"Shatranj is the name of a game played in West and South Asia for centuries. This version was played in the nineteenth and early twentieth century in Punjab, and was played on a board with 14x14 squares.",1628,1628.0,Murray 1913: 347.,India,1,1,,,,0,Eric Piette,,,"30°20'22.60""N, 76°22'51.92""E","5401,5401",0,,0,0,0,0
1286,1431,Samoan Game,,"This game was documented in the nineteenth century in Samoa, but it was already falling out of fashion. The board was made in mats, and the board was not of a predetermined size.",1629,,,Samoa,1,1,,,,0,,,,"13°28'6.64""S, 172°26'13.31""W","5399,5399",1,,0,0,0,1
1287,1432,Seesaw Draughts,,"Seesaw Draughts is a Draughts variant invented in 2021 by Alek Erickson and Michael Amundsen, and it is based on their game Seesaw.",1646,1646.0,,,0,1,,Alek Erickson and Michael Amundsen,,0,Michael Amundsen,,,,"0,5520",0,,0,0,0,0
1288,1433,Murus Gallicus,,"Murus Gallicus is a breakthrough game of material balance, tactics, area control, and timing.",1647,1647.0,"<a href=""https://boardgamegeek.com/boardgame/55131/murus-gallicus"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>

<a href=""https://sites.google.com/site/theowlsnest02/home/murus-gallicus"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />The Owl's Nest - Murus Gallicus</a>

<a href=""https://nestorgames.com/rulebooks/MURUSGALLICUS_EN.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Nestor Games</a>",,0,1,,Phil Leduc,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>",0,Phil Leduc,,55131.0,,"0,5520",0,,0,0,0,0
1289,1434,Sprout-R-Out,,"Sprout-R-Out is a newly invented territorial game for Cairo and limping Hex boards based on an original placement protocol: 
            Players place one stone next to each opponent's group, but without touching any other group. Any group that cannot be played beside is removed.
            
            This creates an capture dynamic superficially like Go where groups get overgrown and die.  Unlike Go, a single, isolated eye, once formed, is enough to give life.
            
            On the other hand, even multiple larger eyes can be insufficient for life, because the timing of capture and the requirement to play against every opponent's group if possible, can leave multiple eyes filled with uncaptured stones.
            
            The feeling of the game definitely not like Go. The game is more tactical because placements are constrained to be adjacent to existing pieces, and multiple pieces are played per turn. 
            
            Spreading pieces out to quickly surround the opponent during your turn can easily backfire, as it leads to more opponent placements and fewer locations needed by the opponent to surround your pieces.",1649,1649.0,"Dale W. Walton  (<a href=""https://boardgamegeek.com/thread/2709549"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>)
",,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1290,1435,Geister,,"In Geister, each player has four good ghosts and four evil ghosts – but only the player who owns a ghost can see whether it's good or evil (as with the pieces in Stratego). These ghosts start the game in the back rows of a 6x6 game board with the corners removed. Each turn, a player moves one of his ghosts one square orthogonally. Moving into an opponent's ghost kills that ghost. To win, you must get rid of your own evil ghosts, kill your opponent's good ghosts, or move one of your good ghosts off the board from one of your opponent's corner squares.",1650,1650.0,"<a href=""https://boardgamegeek.com/boardgame/2290/good-bad-ghosts"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Alex Randolph,,0,Matthew Stephenson,,2290.0,,"0,5520",0,,0,0,0,0
1291,1436,Lava,,Lava is a territorial stacking game invented by Alek Erickson and Michael Amundsen in August 2021.,1651,1651.0,,,0,1,,Alek Erickson and Michael Amundsen,,0,Michael Amundsen,,346257.0,,"0,5520",0,,0,0,0,0
1292,1437,Netted,,"Netted is a race to surround the opponent  Nets include Hex diagonals and single empty spaces, and so can cross each other. It is placement only and so can be played as a paper and pencil game. However the computer version adds markers for the empty space connections which must be removed when the spaces are filled.
            
    The distinctive features are  1) a novel type of liberty for live groups that involves the count of available edge sites, and 2) the novel definitions for surrounding that include diagonals that cut groups, and connections across single empty spaces that can be broken by the opponent's placement.
    
    Moves are forced, suicide is prohibited, stalemate is a loss for the player who is stalemated.
    
    Strategy notes: sites next to the board corners are strong ways to gain the corner territory - Board should be at least 5-6 to avoid winnable edge play.",1652,1652.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1293,1438,Shogun,,"This game plays on a 8x8 grid, with each player having 7 pawns and 1 King, which start lined up on opposite sides of the board. Each player can remove the other's pieces by moving onto them, as in chess.",1653,1653.0,"<a href=""https://boardgamegeek.com/boardgame/2043/shogun"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG page</a>",,0,1,,Michael Gray and Teruo Matsumoto,,0,Matthew Stephenson and Eric Piette,,1488366.0,,"0,5520",0,,0,0,0,0
1294,1439,Gygoreg,,Gygoreg is a deceptively simple unification game invented by Mike Zapawa in 2020.,1654,1654.0,,,0,1,,Mike Zapawa,,0,Michael Amundsen,,,,"0,5520",0,,0,0,0,0
1295,1440,Spava,,Spava is based on Yavalath but adapted to the Shibumi set.,1655,1655.0,"<a href=""https://boardgamegeek.com/boardgame/119107/spava"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>
",,0,1,,Cameron Browne,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a> (used with permission)",0,Cameron Browne,,119107.0,,"0,5520",0,,0,0,0,0
1296,1441,1D Chess,,"In his column in the July 1980 issue of Scientific American, Martin Gardner (well known for this writings on mathematical recreations), gives the following one dimensional chess variants.",1656,1656.0,"<a href=""https://www.chessvariants.com/shape.dir/onedim.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />chessvariants.com</a>",,0,1,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1297,1444,Viking Chess,,Viking Chess was designed to enter the Chess Variant Pages' 84 Spaces Contest.,1657,1657.0,"<a href=""https://www.chessvariants.com/large.dir/contest84/vikingchess.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />chessvariants.com</a>",,0,1,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1298,1445,Lielow,,Lielow is a finite and drawless checkmate game played with stackable checkers instead of differentiated pieces. It was invented by Alek Erickson and Michael Amundsen in the summer of 2021.,1658,1658.0,,,0,1,,Alek Erickson and Michael Amundsen,,0,Michael Amundsen,,349408.0,,"0,5520",0,,0,0,0,0
1299,1446,HexGo,,Hexagonal Go,1659,1659.0,"<a href=""https://en.wikipedia.org/wiki/Rules_of_Go#Concise_statement"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Go rules</a>",,0,1,,Helge Kosuch,,0,Helge Kosuch,,,,"0,5520",0,,0,0,0,0
1300,1447,Branching Coral,,"Branching Coral is a placement game based on the principle of placing pieces, such that, after placement, every site on the boards still has a connection via empty sites to an empty site at the perimeter. 
            
    Branching Coral differs from its parent game Brain Coral by having a capture mechanism: After placement, all the neighboring stones with less than 2 adjacent empty sites are simultaneously captured. The placed piece itself must have 2 adjacent empty spaces before the captures to be a legal placement.
         
    These capture conditions assure that the game is finite, and that the ending patterns that form are varied and gracefully branched, without thick regions either of pieces or empty space.
                        
    Scoring is based on the size of the largest group plus a bonus factor. 
    The standard bonus factor is number of opponent's pieces captured.  This works to reward capture and thus encourages breaking up opponent's groups, while remaining straight forward in the need to enlarge your largest group, it allows creating come-back groups, or staging combacks by capturing material.
          
    Other bonus options are:
    Bonus for number of your own groups, serving to encourage you to make one large group and many singletons, to break up your opponent's largest group, and to try to force the opponent to connect small groups into medium sized groups. This is similar to Brain Coral, with the added tactical element of capture.
         
    Bonus for number of opponent's groups; which is less interesting because it encourages players to form large clumps and to break up and limit opponent's group growth, and potentially partial mimicry in play. 
         
    Playing without any bonus, is similar to opponent group count bonus, but even more straight forward. It leads to clumping, though there still is a need for defense from captures severing connections. In this version the game will normally be decided early because neither player can extend or break the critical group, and there is not enough space to create a larger one. Thus this option needs the largest boards.
         
    The standard tiebreaker is for the underdog to win based on the largest cascading group size without bonus. 
    If all groups are paired in size with the opponent, last to play wins. 
    For informal play, the tie breaker can be simplified as last-to-place.",1660,1660.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1301,1448,Watershed,,"Watershed is a square board placement game based on Branching Coral, with the principle of placing pieces, such that, after placement, every site on the boards still has a connection via empty sites to an empty site at the perimeter. 
                            
         Scoring for the standard Plateau version is based on the size of the largest group plus a bonus factor for the number of opponent's pieces captured.  This works to reward capture and thus encourages breaking up opponent's groups, while remaining straight forward in the need to enlarge your largest group, it allows creating come-back groups, or staging combacks by capturing material.
                  
         Ties are broken in favor of the underdog by considering only the largest group size as a negative score without including the capture bonus. Opponent-paired groups of the same size are excluded in this comparison. If all groups are paired in size with the opponent, last to play wins. 
         
         Play is only on odd sized boards to avoid mirror strategy, since last to play also wins.
         
         A Floodplain variant reverses the board connections, group connections, bonus attribution and tie-breaker rules.",1661,1661.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1302,1449,Fenix,,"In Fenix, two armies fight against each other. The battle of the two kings, their generals and soldiers is a matter of life and death — but Fenix is different from other strategy games: Here, the battle is not automatically lost when one of the kings has been defeated. Why? The phoenix-bird is immortal; if he loses his life, he rises again from the ashes. The cycle starts all over. The king is dead? Long live the king!

—description from the publisher",1662,1662.0,"<a href=""https://boardgamegeek.com/boardgame/244080/fenix"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Fred Horn,,0,Eric Piette,,244080.0,,"0,5520",0,,0,0,0,0
1303,1450,Ikibuguzo (Opening 2),,"Ikibuguzo is a four-row mancala-style board game from the Great Lakes Region of Africa. It is closely related to other games in the region, but with different opening positions and the possibility of winning by making a specific capture.

",1663,1663.0,,African Great Lakes,1,1,"Uruheso, Uruheisho",,,0,,,,"3°15'20.72""S, 30°6'23.05""E","5451,5451",0,,0,0,0,0
1304,1451,Pentomino,,Pentomino tiling puzzles and games are popular in recreational mathematics.,1664,1664.0,"<a href=""https://en.wikipedia.org/wiki/Pentomino"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,Golomb's Game,,,0,Fabio Barbero,,,,"0,5520",0,,0,0,1,0
1305,1452,FairKalah,,FairKalah is a William Julius Champion's Kalah with fair initial states.,1665,1665.0,"<a href=""https://patents.google.com/patent/US2720362A/en"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Kalah patent</a>",,0,1,,,,0,Todd Neller based on Kalah by Eric Piette,,,,"0,5520",0,,0,0,0,0
1306,1453,N-Mesh,,"N-Mesh is a game on a square grid that evolved from Netted, an enclosure game on a hex grid. 
   
   The game is a race to deprive the opponent of liberties by surrounding the opponent's stones and or by destroying the liberties by placing stones on them. 
   
   If the players surround each other, the player with fewer captured stones wins, and where the result is still undetermined, the last to play loses. This latter rule prevents players from simply racing to cover up the liberties.  

-------------
   The main differences from Netted is that life in N-Mesh requires only a single liberty for a region, and the liberties are specific cells distributed across the board. (Netted liberties were the edge cells and each stone required its own exclusive liberty)
 
   The difference in geometry also causes differences in connectivity: 
   Both feature 3 types of connectivity used strategically to separate the opponent's stones from liberties. 
   These include adjacency, as well as a short type of connection that can permanently cross the other player's connections and a longer type of connection that can be broken. 
   In N-Mesh the long connections are at knight's move distance, and are broken by a pair of stones placed in between, and the crossing connections are diagonals.

-------------   
   Surrounding is done by nets. A net is made of adjacent stones as well as stones connected by diagonals and single empty spaces. Thus opponent's nets can cross each other and a portion of a net may be surrounded without surrounding the whole net. Having a connection to a living stone does not guarantee life to another stone: what provides life to a stone is having an empty liberty cell in the same region defined by the opponent's surrounding net.
         
    Offensive tactics include:
    - Threatening to capture over-extended pieces, 
    -- especially to pick off a single stone in diagonal-plus-double-knight's-move triangle,
    -- covering liberties in uncontrolled areas to capture a larger group or to make group life harder to achieve,
    -- or by creating forks.
    
    - Using knight's moves to quickly fence off large territory. 
    -- enclosing more liberties and spaces to place on so that ones groups can survive longest
    - Reinforcing threatened knight's connections by adding a stone there.
    
    Defensive tactics include: Blocking threats by 
    - breaking a knight's move connection by extending a line of stones across it. 
    - placing on the site the opponent needs to complete the threat,
    - encircling the threat location, or for edges sites, 
    - reducing the cut-off region to one empty edge site.
    
    Notes: 
    -- Spacing of the liberties is arbitrary, but has been standardized to a regular spacing that can work on small and large boards, in order to allow the transfer of tactical knowledge from size to size.
    -- The distribution is purposefully asymmetrical to allow the greatest variety of pie offerings. 
    -- If the game is to be played without a pie rule, a symmetrical arrangement is preferred for greater balance.
    The pie rule means that the game is a proven 2nd-player win, and the quality of the AI can be judged accordingly.",1666,1666.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1307,1454,Alice Chess,,"Pieces move the same as they do in standard chess, but a piece transfers at the completion of its move to the opposite board.",1667,1667.0,"<a href=""https://en.wikipedia.org/wiki/Alice_chess"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Vernon Rylands Parton,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1308,1455,Symmetric Chess,,Symmetric Chess is played following each and every rules of Chess but making two slight adjustments appropriate to the 9x8 board.,1668,1668.0,"<a href=""https://www.chessvariants.com/invention/symmetric-chess"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />ChessVariants</a>",,0,1,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1309,1456,Make Muster,,Make Muster is one of several unification games that can be played on the Muster board. The Muster board is a rotated square board with ragged edges and 8 directions of connectivity. Standard sizes are order 2 through order 6. Each order board has 5 x the order squared playing positions.,1669,1669.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1310,1457,Fischer Random Chess,,A variation of the game of chess invented by the former World Chess Champion Bobby Fischer.,1670,1670.0,"<a href=""https://en.wikipedia.org/wiki/Fischer_random_chess"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,Chess960; Chess9LX,Bobby Fischer,,0,Matthew Stephenson and Eric Piette (for Castling),,,,"0,5520",0,,0,0,0,0
1311,1458,Yavalax,,Yavalax is inspired by both Yavalath and Connect6.,1671,1671.0,"<a href=""https://boardgamegeek.com/boardgame/226842/yavalax"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>",,0,1,,Ken Shoda,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>",0,Eric Piette,,226842.0,,"0,5520",0,,0,0,0,0
1312,1459,Notakto,,Notakto is a misere 3-in-a-row game for two players. It's played on the squares of a finite number of initially empty 3x3 boards. All pieces are exactly the same and are shared by both players.,1672,1672.0,"<a href=""https://boardgamegeek.com/boardgame/204185/notakto"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />BGG</a>
",,0,1,,,,0,Eric Piette,,204185.0,,"0,5520",0,,0,0,0,0
1313,1460,Thermenmuseum,,"Potential board game found in the Thermenmuseum, Netherlands.",1673,1673.0,,,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
1314,1461,Astralesce and Constellation,,"'Astralesce' and 'Constellate' are games based loosely on Kanare Kato's 'Advanced Squish'.
    
    The mechanism found in 'advanced Squish' of: 'move toward in-line-targets that are part of larger groups', is extended in these games to a future look-ahead restriction, i.e.:
    'move along a line from a starting location to a location that is in line with a larger group than the moving piece had been in line with before.'
    
    This is inherently difficult perceptually, and it remains to be seen if the game can be played without the assistance of an app.
    
    However the game is both interesting and exciting, and appears to have various levels of strategy.     
      
    The goal is unification, and causing a stalemate before achieving the goal is considered a loss.
    
    'Astralesce' has sliding moves and captures that can remove multiple pieces. Thus stalemate is impossible, as the opponent cannot block movement. This is the preferred game.
    
    'Constellation' also has sliding moves, but only allows capture at the move's desination. This means opponent's pieces can block some potential destinations.",1731,1731.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1315,1462,Conflagration and Keep-a-riding,,"Two of several Games inspired by Kanare Kato's 'Squish'
            
            Originally 'Squish' was a unification game with step movement toward a friendly piece in-line, possibly involving a capture.  'Advanced Squish' added a requirement on non-capturing steps for the piece to become part of a larger group. (Singletons were exempted.)
            
            -- 'Keep-a-Riding' and 'Conflagration' differ from 'Squish' by being explicitly stalemate games: Last to move wins or loses, respectively.  
            They also differ by using slide captures, and by not including the 'Squish' core principle that requires movement toward in-line friendly pieces. 
            Instead, they require the step move to bring the moving piece into new contact with another friendly piece.            
            They typically end with only a few pieces on the board, and one player may be entirely eliminated.
            
            'Keep-a-Riding' is themed as a 'last man standing' team demolition derby. But, knocking out an opponent's piece can only be done with pieces that cannot step to become part of a larger group.
            
            'Conflagration', is themed 'fighting fire with fire': Getting eliminated is a win. Containment, where none of your flame pieces can move, is also a win.
            
        Conflagration has 2 subvariants 'Firestorm' and 'BackFire' in which the choice of moves that each flame piece can take are prioritized.
        - BackFire is shorter, more aggressive, because a flame piece must capture (become a 'backfire') if it can. 
        - Firestorm requires a flame piece to step to join its own kind if it can, leading to a slower elimination of the flames in the end game.",1732,1732.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1316,1463,Don't Mosey and The Last Scavenger,,"Games inspired by Kanare Kato's 'Squish'
    
    'Don't Mosey' and 'The Last Scavenger' are based on Kanare Kato's work developing 'Squish' and 'Advanced Squish'.
    
    Originally 'Squish' was a unification game with step movement toward a friendly piece in-line, possibly involving a capture.  'Advanced Squish' added a requirement on non-capturing steps for the piece to become part of a larger group. (Singletons were exempted.)
    
    -- 'Don't Mosey'and 'The Last Scavenger' differ by being explicitly stalemate games: Last to move wins or loses depending on the game. 
     
    They also differ by using slide moves instead of steps, and having a different 'larger group' rule that restricts empty destination choices, but applies to any group formed along the path, and does not restrict captures (which must be the first opponent along the path).",1733,1733.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1317,1464,Double-Move Situ,,"Double-move Situ is based on 'Situ' a finite, Line-of-Sight game with the goal of being the last player able to complete their turn. The game is based on the choice of placing one's own piece or removing an opponent's piece.

It can be played on hex grids, square grids or square grids with diagonals.
The original Situ was played on a Hex grid with N, N+1 edges and a single stone pie-rule as an option.

In contrast, 'Double-move Situ' starts with a single placement followed by double moves thereafter. Therefore centerless boards with an even number of nodes are used, and a Hex with edges N, N+2 assures this. 

However there is a changing parameter that determines which sites are controlled, and this parameter affects balance. So, the first player has the option of removing upto 2 nodes from the board, before the 2nd player starts with the single piece placement.

Placement must be on empty nodes that are not controlled by the opponent, while removals are taken from nodes that the mover controls.

Control is determined by the difference in count between the two player's pieces in line-of-sight of the given node. This difference is the  parameter for the game.  When the its value is met or exceeded, the player with the excess LoS pieces controls the site.

In the original Situ this parameter is fixed at 2. In Double-move Situ it can be set from 1 to 4. The lower the number, the larger number of restricted nodes and possible captures, so the more tactical the game is. With higher numbers the game becomes more strategic. In any case, the game is finite, ending with one player running out of nodes to play upon.

History:
Situ is a descendant of my game Shaka that was designed as an exploration of line-of-sight. Shaka triggered the creation of Michał Zapała's 'Tore' and a flurry of LoS games on BGG Abstract Forum. While Situ may have helped stimulate Michał Zapała's 'Tumbleweed' As Alek Erikson tested Situ with me before assisting Michał with Tumbleweed's development.

Steve Metzger and Luis Bolaños Mures 'Stigmergy' is a similar game, a simplification of 'Tumbleweed', that uses a majority of friendly LoS cells rather than a majority of the players pieces for control, and capture in that game is a flip whereas in 'Situ' it is a simple removal.

A recent BGG thread proposing a game 'InSight' stimulated me to script my original game and create this new version. ",1734,1734.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1318,1465,Loop Xiangqi,,Loop Xiangqi is a Xiangqi variant that incorporates the reintroduction of captured pieces into Xiangqi.,1735,1735.0,,,0,1,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0,0,0
1319,1466,Chaturanga (Kridakausalya 14x14),,Chaturanga is a game with replacement captures played in India since the early centuries CE. This version was played in the nineteenth century on a 14x14 board.,1736,1736.0,,India,1,1,,,,0,Eric Piette,,,"19°51'38.91""N, 75°20'35.95""E","5371,5371",0,,0,0,0,0
1320,1467,Dogtown Clans,,"'Dogtown Clans' is a simplification of Double-move Situ and resembles Ki, as well. 
Differences from Ki include double moves, individual captures requiring a separate move without replacement, a last-able-to-move goal, preference for hex grid, and a parameter to define control.
Difference from Situ is that control is based on adjacency.

Like Situ, the game is based on the choice of placing one's own piece or removing an opponent's piece.

It can be played on hex grids, square grids or square grids with diagonals.

Placement must be on empty nodes that are not controlled by the opponent, while removals are taken from nodes that the mover controls. 

This control is determined by the difference in quantity of the two player's pieces that are adjacent to the given node. 
This difference is a parameter for the game, and when the value of the parameter is met or exceded, the player with the excess LoS pieces controls the site.
The default for the parameter is 3.",1737,1737.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1321,1468,Pasakakrida (Type 1),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.",1741,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"18°27'58.65""N, 73°48'0.84""E","4626,4638",1,,0,0,0,1
1322,1469,Pasakakrida (Type 2),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.

",1744,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"22°12'33.81""N, 77°59'14.58""E","4626,4638",1,,0,0,0,1
1323,1470,Pasakakrida (Type 3),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.
",1748,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"21°26'17.21""N, 79°57'59.68""E","4626,4638",1,,0,0,0,1
1324,1471,Pasakakrida (Type 4),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.
",1752,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"16°47'17.01""N, 73°31'3.29""E","4626,4638",1,,0,0,0,1
1325,1472,Pasakakrida (Type 5),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.
",1755,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"18°7'50.19""N, 73°28'9.27""E","4626,4638",1,,0,0,0,1
1326,1473,Pasakakrida (Type 6),,"Pasakakrida is a race game that was described in the Manasollasa, a twelfth-century CE Sanskrit text from India. The game could be played with either four-sided or six-sided dice.
",1758,,Bock-Raming 1995: 114-115.,India,1,1,,,,0,,,,"21°12'58.19""N, 76°33'33.84""E","4626,4638",1,,0,0,0,1
